ts,rank,origin_airport_id,num_flights,severe_delays,dep_delay_mean,dep_delay_max,delayed_flights
2025-01-17 12:00:00,10,11433,110,15,14.26,293.00,"[(OO, 13230, 293.00),(OO, 10469, 167.00),(OO, 15380, 163.00),(DL, 11057, 130.00),(OO, 12217, 86.00),(OO, 14122, 82.00),(OO, 13342, 72.00),(DL, 14027, 71.00),(OO, 12264, 68.00),(OO, 11042, 67.00),(DL, 14492, 57.00),(DL, 13930, 49.00),(DL, 10821, 46.00),(DL, 10397, 34.00),(OH, 11278, 32.00)]"
2025-01-18 12:00:00,1,11292,282,58,22.99,1087.00,"[(OO, 11315, 1087.00),(WN, 14869, 309.00),(UA, 12173, 131.00),(OO, 12899, 121.00),(OO, 14783, 108.00),(OO, 12888, 106.00),(UA, 13930, 102.00),(OO, 11921, 99.00),(UA, 11697, 96.00),(WN, 14831, 95.00),(OO, 10713, 93.00),(WN, 12278, 91.00),(OO, 11122, 90.00),(UA, 13930, 89.00),(OO, 12255, 88.00),(F9, 10423, 85.00),(UA, 11775, 84.00),(UA, 11697, 80.00),(OO, 10620, 78.00),(WN, 10257, 78.00)]"
2025-01-18 12:00:00,2,11298,258,17,2.58,180.00,"[(AA, 12953, 180.00),(AA, 11433, 142.00),(AA, 15412, 131.00),(AA, 13851, 77.00),(AA, 14683, 55.00),(AA, 14683, 54.00),(AA, 12892, 53.00),(UA, 11618, 51.00),(AA, 11618, 49.00),(AA, 10721, 46.00),(AA, 14100, 44.00),(OH, 14814, 41.00),(AA, 10140, 36.00),(AA, 12889, 33.00),(OO, 10155, 32.00),(AA, 10721, 32.00),(AA, 14683, 32.00)]"
2025-01-18 12:00:00,3,10397,221,17,5.86,182.00,"[(DL, 14492, 182.00),(DL, 14869, 169.00),(DL, 11066, 153.00),(F9, 14100, 124.00),(DL, 14635, 110.00),(DL, 11278, 76.00),(DL, 15016, 71.00),(DL, 11193, 67.00),(F9, 10821, 62.00),(WN, 11259, 60.00),(DL, 10980, 58.00),(DL, 14869, 51.00),(OH, 14100, 49.00),(DL, 10423, 39.00),(DL, 11540, 35.00),(DL, 13303, 34.00),(DL, 11973, 33.00)]"
2025-01-18 12:00:00,4,11057,179,14,3.65,134.00,"[(MQ, 12124, 134.00),(OH, 14685, 121.00),(AA, 11624, 87.00),(OH, 10874, 81.00),(OH, 10868, 77.00),(OH, 13577, 76.00),(OH, 12992, 75.00),(AA, 14986, 59.00),(YX, 11618, 54.00),(OH, 11973, 53.00),(AA, 10423, 47.00),(OH, 12197, 47.00),(OH, 13296, 42.00),(AA, 14492, 32.00)]"
2025-01-18 12:00:00,5,11278,119,14,8.83,250.00,"[(OH, 15249, 250.00),(OH, 12197, 235.00),(AA, 11298, 214.00),(OH, 13198, 83.00),(OH, 14307, 76.00),(OH, 11267, 76.00),(OH, 13296, 69.00),(OH, 14492, 66.00),(OH, 12217, 49.00),(OH, 11995, 48.00),(DL, 10397, 44.00),(OH, 15412, 40.00),(MQ, 11624, 33.00),(AA, 11697, 32.00)]"
2025-01-18 12:00:00,6,12478,87,12,10.51,139.00,"[(AS, 14771, 139.00),(DL, 12892, 131.00),(DL, 11697, 127.00),(AA, 13303, 119.00),(B6, 14027, 98.00),(AA, 11298, 65.00),(B6, 10792, 57.00),(YX, 14122, 53.00),(AS, 14679, 51.00),(DL, 14747, 48.00),(AA, 11057, 40.00),(B6, 14679, 31.00)]"
2025-01-18 12:00:00,7,14869,92,12,7.63,180.00,"[(DL, 13342, 180.00),(WN, 10423, 172.00),(WN, 11259, 103.00),(DL, 13204, 85.00),(WN, 10821, 70.00),(WN, 14107, 63.00),(DL, 12478, 55.00),(DL, 11618, 46.00),(DL, 12339, 44.00),(OO, 12892, 38.00),(F9, 11292, 36.00),(UA, 12266, 33.00)]"
2025-01-18 12:00:00,8,13204,155,11,5.43,228.00,"[(NK, 11433, 228.00),(WN, 13487, 75.00),(WN, 13851, 70.00),(F9, 14100, 65.00),(B6, 12953, 62.00),(F9, 10397, 59.00),(UA, 11618, 57.00),(F9, 11298, 51.00),(UA, 13930, 49.00),(WN, 11259, 41.00),(WN, 10397, 32.00)]"
2025-01-18 12:00:00,9,13930,222,10,2.69,229.00,"[(UA, 12173, 229.00),(OO, 13230, 113.00),(OO, 11977, 108.00),(NK, 14843, 56.00),(MQ, 15412, 55.00),(AA, 11697, 52.00),(YX, 10721, 51.00),(MQ, 12451, 43.00),(OO, 10849, 41.00),(OO, 11433, 33.00)]"
2025-01-18 12:00:00,10,13303,107,9,7.60,167.00,"[(F9, 11042, 167.00),(UA, 13930, 94.00),(AA, 11298, 90.00),(AA, 12953, 70.00),(AA, 15304, 55.00),(DL, 13487, 42.00),(F9, 10821, 34.00),(DL, 14747, 32.00),(AA, 15027, 31.00)]"
2025-01-18 18:00:00,1,10397,182,22,7.28,156.00,"[(DL, 14574, 156.00),(UA, 11618, 131.00),(OO, 10146, 107.00),(F9, 11618, 98.00),(DL, 13303, 89.00),(F9, 14100, 77.00),(OO, 11146, 76.00),(DL, 14027, 73.00),(DL, 11618, 72.00),(DL, 14685, 67.00),(DL, 13204, 46.00),(DL, 13198, 44.00),(F9, 10721, 44.00),(DL, 13495, 41.00),(DL, 11278, 41.00),(NK, 11433, 37.00),(DL, 11057, 33.00),(DL, 11995, 33.00),(DL, 14730, 33.00),(DL, 15376, 32.00)]"
2025-01-18 18:00:00,2,11292,125,19,12.77,103.00,"[(F9, 14771, 103.00),(OO, 13158, 80.00),(UA, 12094, 80.00),(F9, 13891, 73.00),(UA, 10821, 69.00),(UA, 13486, 67.00),(UA, 14698, 67.00),(OO, 11097, 63.00),(OO, 11638, 54.00),(OO, 11233, 53.00),(UA, 13485, 49.00),(F9, 13303, 49.00),(UA, 12889, 43.00),(UA, 14908, 42.00),(OO, 14543, 41.00),(UA, 11884, 41.00),(UA, 10620, 35.00),(UA, 14057, 32.00),(OO, 13029, 32.00)]"
2025-01-18 18:00:00,3,11298,196,14,4.65,163.00,"[(OH, 12278, 163.00),(OH, 12278, 100.00),(OH, 11267, 99.00),(AA, 13851, 77.00),(AA, 11433, 69.00),(AA, 11986, 64.00),(OO, 13158, 55.00),(MQ, 12945, 47.00),(AA, 13244, 47.00),(F9, 11292, 36.00),(AA, 10821, 35.00),(AA, 14685, 34.00),(AA, 11618, 33.00),(AA, 10423, 31.00)]"
2025-01-18 18:00:00,4,13303,118,12,7.38,210.00,"[(AA, 13487, 210.00),(AA, 13204, 107.00),(F9, 11292, 103.00),(DL, 10721, 93.00),(DL, 11433, 88.00),(AA, 15304, 72.00),(UA, 11618, 67.00),(AA, 14771, 49.00),(AA, 10721, 46.00),(UA, 14771, 40.00),(F9, 14843, 37.00),(AA, 11298, 32.00)]"
2025-01-18 18:00:00,5,13930,121,11,11.63,899.00,"[(OO, 11267, 899.00),(OO, 14696, 94.00),(AA, 10721, 88.00),(AA, 11618, 66.00),(OO, 11076, 58.00),(OO, 11823, 53.00),(AA, 11278, 51.00),(UA, 14747, 40.00),(UA, 10785, 39.00),(OO, 11471, 37.00),(UA, 11618, 36.00)]"
2025-01-18 18:00:00,6,12266,70,8,6.41,136.00,"[(UA, 12339, 136.00),(UA, 11618, 101.00),(UA, 13871, 67.00),(UA, 13487, 54.00),(UA, 11193, 51.00),(UA, 11996, 46.00),(UA, 11292, 31.00),(UA, 11278, 31.00)]"
2025-01-18 18:00:00,7,11057,150,7,5.59,432.00,"[(AA, 11986, 432.00),(AA, 12323, 359.00),(OH, 11193, 126.00),(OH, 10135, 42.00),(OH, 12945, 40.00),(AA, 11193, 35.00),(AA, 12953, 34.00)]"
2025-01-18 18:00:00,8,11697,43,7,12.63,139.00,"[(NK, 11618, 139.00),(B6, 11278, 85.00),(DL, 11193, 80.00),(NK, 11433, 61.00),(B6, 14771, 55.00),(NK, 11298, 34.00),(B6, 12953, 31.00)]"
2025-01-18 18:00:00,9,13204,71,7,9.59,229.00,"[(F9, 11042, 229.00),(B6, 10721, 126.00),(B6, 11618, 82.00),(UA, 14771, 49.00),(WN, 15016, 47.00),(WN, 10792, 34.00),(NK, 13244, 31.00)]"
2025-01-18 18:00:00,10,14100,40,6,8.45,163.00,"[(OH, 13244, 163.00),(F9, 10397, 98.00),(OH, 10693, 61.00),(AA, 12266, 37.00),(AA, 10994, 37.00),(F9, 13204, 36.00)]"
2025-01-19 18:00:00,1,10397,223,57,25.71,439.00,"[(DL, 12448, 439.00),(DL, 12953, 331.00),(AA, 11298, 247.00),(DL, 12478, 214.00),(AA, 14107, 206.00),(F9, 12953, 203.00),(F9, 15304, 201.00),(DL, 12478, 190.00),(DL, 12953, 186.00),(DL, 12953, 156.00),(DL, 11697, 145.00),(DL, 13495, 131.00),(WN, 10821, 131.00),(DL, 11433, 120.00),(DL, 12264, 119.00),(DL, 12953, 118.00),(WN, 13198, 117.00),(DL, 15096, 115.00),(F9, 11298, 110.00),(WN, 14492, 99.00)]"
2025-01-19 18:00:00,2,11298,250,46,14.96,571.00,"[(AA, 11618, 571.00),(AA, 11540, 177.00),(UA, 14771, 167.00),(AA, 13244, 133.00),(MQ, 12278, 130.00),(AA, 15370, 126.00),(OH, 14108, 119.00),(AA, 14524, 115.00),(AA, 10713, 115.00),(AA, 12892, 87.00),(OO, 13158, 87.00),(AA, 14771, 82.00),(OO, 14674, 71.00),(AA, 13198, 70.00),(AA, 13230, 69.00),(AA, 10423, 60.00),(AA, 13930, 58.00),(F9, 13204, 55.00),(AA, 11996, 55.00),(AA, 13495, 54.00)]"
2025-01-19 18:00:00,3,11057,172,43,29.07,712.00,"[(AA, 10434, 712.00),(AA, 10821, 685.00),(AA, 11618, 622.00),(AA, 12478, 196.00),(F9, 12953, 180.00),(AA, 13303, 137.00),(AA, 13931, 113.00),(MQ, 15380, 108.00),(AA, 12323, 107.00),(AA, 11292, 94.00),(AA, 12323, 93.00),(OH, 10397, 89.00),(AA, 14100, 87.00),(NK, 11697, 81.00),(AA, 13487, 79.00),(AA, 11697, 75.00),(OH, 14685, 74.00),(OH, 12448, 70.00),(OH, 10781, 69.00),(AA, 10529, 68.00)]"
2025-01-19 18:00:00,4,13930,158,29,24.03,652.00,"[(AA, 11618, 652.00),(YX, 10721, 641.00),(YX, 12478, 229.00),(DL, 12953, 178.00),(UA, 10529, 170.00),(OO, 10874, 104.00),(OO, 10693, 100.00),(UA, 14908, 93.00),(UA, 12953, 90.00),(MQ, 12197, 90.00),(OO, 13342, 80.00),(AA, 11057, 71.00),(AA, 11278, 67.00),(UA, 11042, 63.00),(UA, 11775, 58.00),(AA, 12892, 58.00),(OO, 11637, 58.00),(AA, 13204, 49.00),(UA, 11057, 48.00),(NK, 12892, 47.00)]"
2025-01-19 18:00:00,5,13303,105,28,29.21,1008.00,"[(F9, 14100, 1008.00),(AA, 14107, 134.00),(F9, 14843, 126.00),(AA, 12889, 120.00),(F9, 11292, 120.00),(DL, 10721, 97.00),(DL, 12478, 81.00),(AA, 12478, 76.00),(AA, 12889, 74.00),(AA, 10423, 73.00),(AA, 13487, 71.00),(AA, 12478, 70.00),(AA, 14843, 62.00),(AA, 14679, 62.00),(AA, 14747, 58.00),(AA, 11278, 53.00),(DL, 14492, 52.00),(AA, 12339, 47.00),(AA, 12953, 45.00),(AA, 15304, 44.00)]"
2025-01-19 18:00:00,6,13204,75,25,30.52,279.00,"[(B6, 12953, 279.00),(B6, 12197, 187.00),(DL, 12478, 187.00),(NK, 12953, 182.00),(DL, 12953, 162.00),(F9, 11193, 112.00),(AA, 11278, 92.00),(B6, 11618, 80.00),(WN, 12339, 75.00),(B6, 14254, 71.00),(WN, 11278, 70.00),(B6, 14843, 67.00),(WN, 10821, 62.00),(DL, 11193, 61.00),(DL, 14869, 57.00),(F9, 14843, 54.00),(WN, 14122, 47.00),(AA, 13303, 47.00),(B6, 10732, 44.00),(WN, 14843, 41.00)]"
2025-01-19 18:00:00,7,11292,152,24,17.60,652.00,"[(OO, 13433, 652.00),(UA, 10140, 135.00),(F9, 14771, 130.00),(OO, 10627, 108.00),(OO, 12896, 105.00),(F9, 12889, 89.00),(OO, 11109, 84.00),(F9, 14107, 66.00),(UA, 10721, 62.00),(OO, 14869, 54.00),(WN, 15016, 48.00),(OO, 11503, 47.00),(UA, 12266, 46.00),(WN, 14679, 44.00),(F9, 13930, 42.00),(MQ, 14107, 42.00),(UA, 14771, 41.00),(F9, 14679, 41.00),(UA, 14057, 40.00),(UA, 14457, 38.00)]"
2025-01-19 18:00:00,8,10821,43,24,43.40,164.00,"[(WN, 11433, 164.00),(WN, 15016, 161.00),(WN, 11697, 123.00),(WN, 11697, 92.00),(WN, 14492, 91.00),(WN, 14635, 80.00),(WN, 13495, 79.00),(WN, 14027, 68.00),(WN, 10721, 66.00),(WN, 13577, 65.00),(WN, 10529, 63.00),(WN, 13204, 61.00),(WN, 13931, 55.00),(WN, 11259, 52.00),(WN, 14524, 50.00),(WN, 12391, 47.00),(WN, 14307, 45.00),(WN, 10257, 42.00),(WN, 10721, 40.00),(WN, 14321, 40.00)]"
2025-01-19 18:00:00,9,11278,54,24,46.07,220.00,"[(OH, 12448, 220.00),(MQ, 15919, 176.00),(B6, 14027, 160.00),(OH, 14193, 157.00),(YX, 12451, 138.00),(OH, 11267, 131.00),(OH, 13487, 129.00),(MQ, 11066, 126.00),(OH, 13931, 123.00),(OH, 13485, 105.00),(OH, 11193, 103.00),(OH, 14576, 98.00),(OH, 14685, 95.00),(YX, 12953, 92.00),(OH, 10785, 88.00),(OH, 10257, 83.00),(MQ, 13244, 78.00),(OH, 15412, 69.00),(YX, 14492, 64.00),(OH, 10868, 54.00)]"
2025-01-19 18:00:00,10,14100,40,20,77.85,1011.00,"[(AA, 14107, 1011.00),(OH, 13931, 312.00),(AA, 10994, 259.00),(AA, 11697, 170.00),(OH, 15412, 152.00),(AA, 14492, 138.00),(F9, 11292, 125.00),(OH, 11278, 121.00),(OH, 14685, 116.00),(AA, 14122, 72.00),(OH, 11193, 71.00),(AA, 14635, 71.00),(AA, 10423, 71.00),(YX, 12451, 55.00),(OH, 11193, 54.00),(AA, 11057, 51.00),(AA, 14027, 39.00),(AA, 10721, 34.00),(AA, 13930, 34.00),(OH, 12339, 31.00)]"
2025-01-23 06:00:00,1,10397,283,34,8.87,321.00,"[(NK, 12892, 321.00),(DL, 13204, 170.00),(B6, 10721, 150.00),(DL, 15027, 132.00),(DL, 11697, 122.00),(DL, 11066, 120.00),(DL, 12953, 100.00),(NK, 11618, 84.00),(F9, 13204, 81.00),(OO, 10372, 78.00),(DL, 13204, 68.00),(DL, 15304, 67.00),(DL, 13851, 63.00),(DL, 12197, 63.00),(AS, 14747, 57.00),(DL, 14193, 57.00),(B6, 12478, 53.00),(F9, 14492, 53.00),(DL, 14100, 53.00),(DL, 10721, 50.00)]"
2025-01-23 06:00:00,2,13930,271,24,5.90,374.00,"[(AA, 12953, 374.00),(OO, 10980, 146.00),(AA, 12953, 131.00),(F9, 15304, 124.00),(OO, 11637, 121.00),(OO, 12217, 118.00),(UA, 13830, 99.00),(MQ, 11618, 86.00),(OO, 15380, 81.00),(OO, 13184, 73.00),(MQ, 13487, 66.00),(OO, 11471, 59.00),(OO, 11977, 57.00),(OO, 14696, 56.00),(OO, 11109, 50.00),(OO, 10693, 49.00),(UA, 14057, 48.00),(OO, 13342, 46.00),(DL, 10397, 46.00),(YX, 14492, 42.00)]"
2025-01-23 06:00:00,3,12889,212,24,13.33,893.00,"[(AA, 13930, 893.00),(AA, 13303, 724.00),(OO, 14908, 191.00),(G4, 13256, 152.00),(WN, 13495, 146.00),(F9, 14908, 124.00),(AA, 11298, 90.00),(WN, 11066, 83.00),(OO, 14679, 72.00),(WN, 11433, 70.00),(NK, 15304, 62.00),(AA, 11057, 52.00),(UA, 12266, 49.00),(F9, 14107, 48.00),(NK, 12266, 47.00),(WN, 10800, 45.00),(UA, 12266, 42.00),(WN, 11259, 38.00),(NK, 12339, 38.00),(NK, 14893, 36.00)]"
2025-01-23 06:00:00,4,11298,289,21,4.56,358.00,"[(AA, 14869, 358.00),(AA, 12892, 182.00),(OH, 15412, 122.00),(AA, 14262, 121.00),(AA, 12266, 102.00),(AA, 13495, 94.00),(AA, 10800, 91.00),(MQ, 10136, 88.00),(AA, 13487, 81.00),(DL, 11433, 73.00),(AA, 12266, 51.00),(OH, 14730, 48.00),(AA, 15370, 43.00),(AA, 14683, 43.00),(MQ, 13486, 41.00),(OH, 15370, 39.00),(DL, 10721, 39.00),(OH, 15249, 37.00),(OO, 11982, 32.00),(MQ, 10599, 31.00)]"
2025-01-23 06:00:00,5,14869,124,16,9.80,295.00,"[(OO, 11292, 295.00),(F9, 11292, 190.00),(OO, 12280, 164.00),(DL, 10397, 132.00),(DL, 12266, 130.00),(DL, 12892, 115.00),(DL, 14908, 104.00),(DL, 14771, 61.00),(DL, 12441, 55.00),(DL, 14107, 54.00),(OO, 13264, 48.00),(DL, 11298, 48.00),(DL, 14689, 46.00),(OO, 14679, 40.00),(DL, 14683, 35.00),(DL, 11292, 34.00)]"
2025-01-23 06:00:00,6,11292,318,15,5.30,910.00,"[(AA, 11057, 910.00),(OO, 11775, 225.00),(WN, 13495, 224.00),(F9, 14057, 203.00),(WN, 14908, 122.00),(UA, 14908, 101.00),(UA, 11618, 86.00),(UA, 11618, 79.00),(OO, 11109, 72.00),(UA, 14262, 71.00),(UA, 14831, 60.00),(AA, 11057, 52.00),(DL, 11433, 50.00),(WN, 14893, 41.00),(F9, 11193, 39.00)]"
2025-01-23 06:00:00,7,11042,51,15,19.69,143.00,"[(DL, 10397, 143.00),(F9, 15304, 107.00),(F9, 13204, 99.00),(DL, 14869, 97.00),(OH, 11278, 96.00),(DL, 10397, 71.00),(AA, 11057, 60.00),(WN, 15016, 58.00),(AA, 11057, 55.00),(DL, 10397, 52.00),(F9, 12889, 51.00),(OO, 11433, 51.00),(AA, 11298, 43.00),(F9, 13303, 35.00),(WN, 13232, 34.00)]"
2025-01-23 06:00:00,8,13487,117,14,9.32,330.00,"[(NK, 10397, 330.00),(DL, 15304, 144.00),(DL, 14869, 125.00),(OO, 16869, 118.00),(DL, 12892, 116.00),(DL, 12206, 99.00),(DL, 11298, 90.00),(OO, 11637, 65.00),(AA, 11298, 63.00),(DL, 11697, 50.00),(OO, 13459, 44.00),(DL, 15376, 41.00),(DL, 14262, 33.00),(DL, 14908, 32.00)]"
2025-01-23 06:00:00,9,11278,156,13,3.22,208.00,"[(DL, 10397, 208.00),(UA, 13930, 129.00),(YX, 11624, 109.00),(OH, 10529, 94.00),(OH, 13244, 89.00),(MQ, 14635, 69.00),(OH, 14307, 61.00),(OH, 11433, 61.00),(B6, 11697, 46.00),(WN, 10693, 41.00),(B6, 10721, 38.00),(AA, 14986, 36.00),(OH, 11996, 32.00)]"
2025-01-23 06:00:00,10,11433,117,13,7.26,141.00,"[(OO, 12264, 141.00),(OO, 13184, 127.00),(NK, 12953, 121.00),(DL, 14771, 100.00),(DL, 12953, 73.00),(NK, 10397, 60.00),(OO, 13871, 50.00),(DL, 15304, 50.00),(OH, 11278, 49.00),(DL, 13303, 45.00),(OO, 13930, 42.00),(AA, 11057, 37.00),(DL, 12889, 36.00)]"
2025-01-24 12:00:00,1,13303,114,45,32.46,257.00,"[(F9, 11042, 257.00),(AA, 11278, 138.00),(AA, 11618, 132.00),(NK, 14843, 118.00),(MQ, 10693, 117.00),(NK, 11618, 110.00),(AA, 11057, 106.00),(AA, 11618, 104.00),(DL, 10397, 99.00),(B6, 12478, 96.00),(AA, 15304, 95.00),(AA, 12953, 91.00),(AA, 12266, 83.00),(AA, 13930, 77.00),(AA, 14492, 76.00),(AA, 14843, 75.00),(AA, 12889, 75.00),(AA, 14100, 72.00),(AA, 11278, 71.00),(AA, 11057, 69.00)]"
2025-01-24 12:00:00,2,10397,286,33,7.65,143.00,"[(NK, 12953, 143.00),(DL, 13495, 134.00),(DL, 11292, 124.00),(DL, 14027, 98.00),(NK, 11618, 91.00),(DL, 12451, 87.00),(DL, 14843, 79.00),(AA, 13303, 75.00),(DL, 15304, 73.00),(DL, 12451, 71.00),(DL, 14869, 69.00),(DL, 13204, 66.00),(UA, 11618, 62.00),(DL, 10994, 57.00),(OO, 11823, 53.00),(DL, 14635, 51.00),(DL, 15304, 48.00),(DL, 12953, 47.00),(DL, 14685, 45.00),(DL, 11278, 45.00)]"
2025-01-24 12:00:00,3,11292,321,31,6.46,344.00,"[(UA, 12758, 344.00),(OO, 11637, 162.00),(DL, 10397, 122.00),(UA, 11697, 113.00),(DL, 14869, 109.00),(UA, 13204, 86.00),(WN, 13198, 86.00),(WN, 10140, 86.00),(OO, 15048, 78.00),(UA, 13930, 77.00),(OO, 11921, 77.00),(WN, 14893, 75.00),(UA, 12892, 72.00),(WN, 11066, 65.00),(WN, 10994, 62.00),(OO, 12177, 53.00),(UA, 11618, 53.00),(OO, 12899, 51.00),(WN, 14869, 50.00),(UA, 14100, 48.00)]"
2025-01-24 12:00:00,4,11697,99,31,31.33,418.00,"[(G4, 14730, 418.00),(NK, 14730, 223.00),(NK, 10693, 174.00),(DL, 14492, 167.00),(NK, 10529, 143.00),(NK, 14683, 134.00),(DL, 11193, 98.00),(NK, 13198, 95.00),(WN, 11066, 88.00),(WN, 12191, 75.00),(DL, 13487, 72.00),(UA, 12266, 71.00),(B6, 12478, 68.00),(WN, 13232, 64.00),(B6, 10257, 63.00),(B6, 12953, 61.00),(NK, 12266, 59.00),(NK, 15027, 57.00),(DL, 10397, 53.00),(WN, 10423, 50.00)]"
2025-01-24 12:00:00,5,13204,165,28,16.35,334.00,"[(F9, 12953, 334.00),(DL, 12478, 172.00),(F9, 14100, 159.00),(AA, 11057, 127.00),(AA, 13303, 120.00),(F9, 12264, 99.00),(AA, 11057, 89.00),(DL, 12478, 79.00),(F9, 11292, 67.00),(NK, 11433, 61.00),(AA, 13930, 57.00),(B6, 10721, 57.00),(B6, 12953, 52.00),(WN, 14730, 47.00),(F9, 13232, 41.00),(UA, 11292, 40.00),(DL, 14492, 39.00),(B6, 12478, 39.00),(UA, 11618, 38.00),(DL, 14869, 37.00)]"
2025-01-24 12:00:00,6,13930,267,24,5.73,210.00,"[(OO, 12953, 210.00),(UA, 10397, 190.00),(UA, 11503, 179.00),(NK, 13303, 111.00),(MQ, 11042, 104.00),(AA, 11292, 101.00),(OO, 13342, 100.00),(UA, 15304, 88.00),(AA, 11292, 70.00),(OO, 11823, 69.00),(OO, 11337, 68.00),(AA, 12892, 61.00),(OO, 11433, 59.00),(AA, 12892, 57.00),(OO, 13342, 57.00),(OO, 11146, 56.00),(UA, 14843, 54.00),(AA, 13204, 52.00),(OO, 13485, 50.00),(OO, 11823, 49.00)]"
2025-01-24 12:00:00,7,11433,116,19,14.82,251.00,"[(OO, 15380, 251.00),(OO, 14524, 213.00),(OO, 14307, 160.00),(OO, 13485, 158.00),(OO, 10469, 127.00),(OO, 14122, 118.00),(OO, 14122, 109.00),(OO, 13230, 106.00),(OO, 10599, 100.00),(OO, 12884, 79.00),(OO, 11042, 77.00),(DL, 15016, 65.00),(OO, 14576, 54.00),(OO, 10785, 41.00),(DL, 11278, 37.00),(DL, 15304, 36.00),(OO, 10257, 35.00),(DL, 13487, 34.00),(DL, 10423, 34.00)]"
2025-01-24 12:00:00,8,12953,151,19,12.15,414.00,"[(WN, 11259, 414.00),(F9, 13204, 317.00),(DL, 15304, 189.00),(DL, 13198, 144.00),(DL, 11298, 125.00),(DL, 12266, 124.00),(DL, 10397, 122.00),(NK, 10397, 113.00),(YX, 11433, 93.00),(WN, 12191, 78.00),(DL, 11433, 73.00),(AA, 13303, 58.00),(AA, 11298, 54.00),(DL, 14027, 46.00),(DL, 13930, 45.00),(YX, 12992, 43.00),(B6, 11697, 40.00),(AA, 13495, 35.00),(YX, 14524, 31.00)]"
2025-01-24 12:00:00,9,15304,86,19,21.15,462.00,"[(AA, 11057, 462.00),(DL, 10397, 201.00),(AA, 12953, 150.00),(DL, 11433, 149.00),(DL, 12953, 139.00),(B6, 10721, 58.00),(DL, 10397, 58.00),(F9, 11193, 57.00),(MQ, 10693, 53.00),(WN, 13342, 50.00),(DL, 10397, 46.00),(B6, 10721, 45.00),(B6, 11618, 42.00),(AA, 11278, 38.00),(AA, 13303, 38.00),(F9, 14492, 37.00),(AA, 14100, 36.00),(F9, 14100, 34.00),(UA, 11618, 32.00)]"
2025-01-24 12:00:00,10,11278,153,18,8.04,184.00,"[(OH, 10994, 184.00),(OH, 15370, 167.00),(UA, 11292, 160.00),(AA, 11697, 124.00),(OH, 12217, 123.00),(AA, 11057, 110.00),(OH, 13487, 85.00),(OH, 13495, 60.00),(OH, 15096, 48.00),(YX, 13244, 45.00),(OH, 15412, 44.00),(YX, 13851, 41.00),(AA, 13930, 36.00),(DL, 13303, 35.00),(OH, 10994, 34.00),(AA, 12892, 34.00),(AA, 13303, 31.00),(OH, 11042, 31.00)]"
2025-01-26 00:00:00,1,12889,38,1,2.58,221.00,"[(F9, 11298, 221.00)]"
2025-01-25 12:00:00,1,11292,271,127,38.64,408.00,"[(OO, 11315, 408.00),(OO, 11637, 348.00),(OO, 14237, 204.00),(OO, 12255, 186.00),(OO, 13851, 171.00),(UA, 13495, 171.00),(UA, 13198, 150.00),(OO, 13029, 150.00),(OO, 12899, 140.00),(WN, 13204, 133.00),(OO, 14457, 120.00),(OO, 15919, 114.00),(WN, 13487, 113.00),(WN, 14107, 111.00),(WN, 14869, 110.00),(OO, 13367, 110.00),(WN, 10257, 108.00),(WN, 14771, 105.00),(UA, 10397, 104.00),(OO, 11109, 104.00)]"
2025-01-25 12:00:00,2,12889,140,19,15.29,386.00,"[(AA, 14107, 386.00),(WN, 10423, 181.00),(DL, 11433, 179.00),(UA, 11618, 119.00),(UA, 12264, 103.00),(UA, 11292, 102.00),(B6, 10721, 90.00),(WN, 12892, 69.00),(DL, 10397, 45.00),(WN, 13342, 44.00),(WN, 14057, 41.00),(UA, 11292, 40.00),(WN, 10713, 39.00),(WN, 11066, 38.00),(WN, 13796, 37.00),(WN, 10821, 36.00),(WN, 11292, 35.00),(WN, 12954, 35.00),(WN, 13198, 33.00)]"
2025-01-25 12:00:00,3,12892,127,15,7.34,164.00,"[(DL, 13204, 164.00),(AA, 12478, 155.00),(OO, 15041, 116.00),(OO, 14487, 112.00),(OO, 15376, 105.00),(WN, 14893, 94.00),(B6, 12478, 63.00),(OO, 12094, 59.00),(AA, 11298, 53.00),(WN, 15376, 52.00),(WN, 13796, 51.00),(B6, 11697, 46.00),(AA, 12982, 36.00),(AA, 12478, 35.00),(DL, 12478, 31.00)]"
2025-01-25 12:00:00,4,14771,79,15,13.39,327.00,"[(UA, 14747, 327.00),(UA, 11292, 154.00),(WN, 14107, 91.00),(WN, 12892, 75.00),(B6, 10721, 70.00),(WN, 12892, 68.00),(OO, 14262, 66.00),(OO, 13487, 56.00),(UA, 12889, 53.00),(AA, 12892, 50.00),(UA, 12264, 46.00),(UA, 11292, 45.00),(AS, 12889, 40.00),(UA, 11292, 36.00),(OO, 11884, 33.00)]"
2025-01-25 12:00:00,5,11298,259,14,2.98,324.00,"[(AA, 10693, 324.00),(AA, 13303, 147.00),(AA, 12889, 92.00),(AA, 12264, 89.00),(AA, 14100, 62.00),(AA, 14679, 54.00),(OO, 10747, 53.00),(AA, 13495, 50.00),(AA, 14683, 41.00),(UA, 11292, 40.00),(AA, 11057, 39.00),(AA, 11624, 36.00),(AA, 15370, 33.00),(UA, 12264, 32.00)]"
